Tabelle: DD02T
Angezeigte Felder:  3 von  3  Feststehende Führungsspalten: 2  Listbreite 0250
------------------------------------------------------------------------------------------------------------
| |TABNAME                         |DDLANGUAGE|DDTEXT                                                      |
| |E1EDT46                         |U         |IDOC: rahtilajiluettelo (määritys - osa I)                  |
| |E1EDT47                         |U         |IDOC: kuljetus - lisätiedot                                 |
| |E1EDT48                         |U         |IDOC: rahtilaji (määritys - osa II)                         |
| |E1EDT49                         |U         |Solmun nimitys                                              |
| |E1EDT50                         |U         |IDOC: tekstisegmentti (kuljetusosuus)                       |
| |E1EDT51                         |U         |IDOC: päivämäärä (kuljetusosuus)                            |
| |E1EDT52                         |U         |IDOC: rahtilajiluettelon nimitykset                         |
| |E1EDT53                         |U         |IDOC: rahtilajin nimitykset                                 |
| |E1EDT56                         |U         |IDOC: kuljetus - lisätiedot - nimitykset                    |
| |E1EDT57                         |U         |Kuljetustiedot: tarjouspyyntö                               |
| |E1EDT58                         |U         |Kuljetustiedot: tarjouspyynnön nimitykset                   |
| |E1EDU03                         |U         |EDI: IDOC - päivämäärä, alirivi                             |
| |E1EDV03                         |U         |EDI: IDOC - päivämäärä, alirivi                             |
| |E1EDW03                         |U         |EDI: IDOC - päivämäärä, alirivi                             |
| |E1EELTH                         |U         |Ostoinfotietueen tekstitunnus - osto-organisaatiotiedot     |
| |E1EELTL                         |U         |Ostoinfotietueen tekstirivi - osto-organisaatiotiedot       |
| |E1EINAM                         |U         |Ostoinfotietue - yleiset tiedot                             |
| |E1EINEM                         |U         |Ostoinfotietue - osto-organisaatiotiedot                    |
| |E1EORDH                         |U         |Hankintalähdeluettelo - otsikkotiedot                       |
| |E1EORDM                         |U         |Hankintalähdeluettelotietue                                 |
| |E1EQUIPMENT_CHANGE              |U         |Otsikkosegmentti                                            |
| |E1EQUIPMENT_CREATE              |U         |Otsikkosegmentti                                            |
| |E1EQUKL                         |U         |IDOC: kiintiöintiotsikko                                    |
| |E1EQUPL                         |U         |IDOC: kiintiöintirivi                                       |
| |E1ESTRH                         |U         |EHS: aineotsikko                                            |
| |E1ESTVA                         |U         |EHS: aineen arvonmääritys                                   |
| |E1ESTVH                         |U         |EHS: aineen arvonmäärityslajin kohdistus                    |
| |E1ETD01                         |U         |IDOC: vaarallinen aine kuljetuksessa                        |
| |E1EXCHANGE_RATE                 |U         |Otsikkosegmentti                                            |
| |E1EXTW1                         |U         |Ulkoiset palkkalajit KK1                                    |
| |E1FFPLT                         |U         |Jakelu: SIS - laskutussuunnitelma / muuta tunnusta          |
| |E1FICHD                         |U         |IDOC FI-tositteen muutoksille: muutettavat tiedot           |
| |E1FICPD                         |U         |FI-IDOC: kerta-asiakkaan/toimittajan tiedot                 |
| |E1FIHDR                         |U         |FI-IDOC: tositteen otsikko                                  |
| |E1FIKPF                         |U         |FI-IDOC: tositeotsikko (täydellinen tosite)                 |
| |E1FINANCIALPRODUCT_CREATE       |U         |Otsikkosegmentti                                            |
| |E1FINANCIALTRANSACTION_CHAN     |U         |Otsikkosegmentti                                            |
| |E1FINANCIALTRANSACTION_CREA     |U         |Otsikkosegmentti                                            |
| |E1FINBU                         |U         |FI-IDOC: täydellisen FI-tositteen FI-AP-, FI-AR-tiedot      |
| |E1FIPOS                         |U         |FI-IDOC: FI-tositteen yleiset rivitiedot                    |
| |E1FIPRB                         |U         |FI-IDOC: pankkitiedot maksua varten                         |
| |E1FIPRG                         |U         |FI-IDOC: pääkirjatiedot maksua varten                       |
| |E1FIPRH                         |U         |FI-IDOC: otsikkotiedot maksua varten                        |
| |E1FIPRP                         |U         |FI-IDOC: kumppanitiedot maksua varten                       |
| |E1FIPRR                         |U         |FI-IDOC: viitteet maksua varten                             |
| |E1FIPRT                         |U         |FI-IDOC: FI-tositteen toimittaja- ja asiakastiedot          |
| |E1FIREF                         |U         |IDOC tositemuutoksille: viittaus tositteeseen ja riviin     |
| |E1FISE2                         |U         |FI-IDOC: toinen osa - E1FISEG (tuleva kehitys)              |
| |E1FISEC                         |U         |FI-IDOC: kerta-asiakkaan/-toimittajan tiedot (täyd. tosite) |
| |E1FISEG                         |U         |FI-IDOC: täydellisen FI-tositteen rivitiedot                |
| |E1FISET                         |U         |FI-IDOC: täydellisen FI-tositteen verotiedot                |
| |E1FITAX                         |U         |FI-IDOC: verotiedot FI-tositetta varten                     |
| |E1FIXEDASSET_CHANGE             |U         |Otsikkosegmentti                                            |
| |E1FIXEDASSET_CREATE             |U         |Otsikkosegmentti                                            |
| |E1FIXEDASSET_CREATEFROMDATA     |U         |Otsikkosegmentti                                            |
| |E1FIXEDASSET_CREATEINCLVALU     |U         |Otsikkosegmentti                                            |
| |E1FKNA1                         |U         |Asiakasperustiedot - perustiedot (kna1) / muuta tunnusta    |
| |E1FKNB1                         |U         |Asiakasperustiedot - yritys (knb1) / muuta tunnusta         |
| |E1FKNB5                         |U         |Asiakasperustiedot - kehotustiedot (KNB5) / muuta tunnusta  |
| |E1FKNBK                         |U         |Asiakasperustiedot - pankin perus- ja lisätiedot / muuta ts.|
| |E1FKNKA                         |U         |Asiakasperustiedot - luotonhallinta, kesk. (KNKA)/muuta ts. |
| |E1FKNKK                         |U         |Asiakasperust. - luotonhallinta, tark.alue (KNKK)/muuta ts. |
| |E1FKNVA                         |U         |Asiakasperustiedot - purkauspaikka (KNVA) - muuta tunnusta  |
| |E1FKNVD                         |U         |Asiakasperustiedot - tositepyyntö (KNVD) / muuta tunnusta   |
| |E1FKNVI                         |U         |Asiakasperustiedot - verotunnukset (KNVI) / muuta tunnusta  |
| |E1FKNVK                         |U         |Asiakasperustiedot - yhteyshenkilö (KNVK) / muuta tunnusta  |
| |E1FKNVL                         |U         |Asiakasperustiedot - luvat (KNVL) / muuta tunnusta          |
| |E1FKNVP                         |U         |Asiakasperustiedot - kumppanin roolit (KNVP)/muuta tunnusta |
| |E1FKNVV                         |U         |Asiakasperustiedot - myyntitiedot (KNVV) / muuta tunnusta   |
| |E1FMAKT                         |U         |Nimike, lyhyet selitykset (MAKT), muuta tunnusta            |
| |E1FMARA                         |U         |Nimikeperustiedot - yl. tiedot (MARA) / muuta tunnusta      |
| |E1FMARC                         |U         |Nimikeperustiedot - C-segmentti (MARC) / muuta tunnusta     |
| |E1FPLTF                         |U         |Jakelu: SIS - laskutussuunnitelma / muuta tunnusta          |
| |E1FT604C                        |U         |Tietopalvelu - koodi - preferenssi - tuonti                 |
| |E1FT604C_L                      |U         |Tietopalvelu - koodi - preferenssi - nimike                 |
| |E1FT604C_R                      |U         |Tietopalvelu - koodi - preferenssi - tuonti - maaviite      |
| |E1FT604STW                      |U         |Tietopalvelu - tiedot - asiasanat                           |
| |E1FT604STW_R                    |U         |Tietopalvelu - tiedot - asiasanat - maaviite                |
| |E1FT604W                        |U         |Tietopalvelu - kappale - tullimaksu                         |
| |E1FT604W_L                      |U         |Tietopalvelu - kappale - tullimaksu - nimike                |
| |E1FT604W_R                      |U         |Tietopalvelu - kappale - tullimaksu - maaviite              |
| |E1FT604Y                        |U         |Tietopalvelu - kappale / luku tullimaksu                    |
| |E1FT604Y_R                      |U         |Tietopalvelu - kappale / luku tullimaksu - maaviite         |
| |E1FT604_CU                      |U         |Tietopalvelu - koodinumero                                  |
| |E1FT604_CU_L                    |U         |Tietopalvelu - koodinumero - nimike                         |
| |E1FT604_CU_R                    |U         |Tietopalvelu - koodinumero - maaviite                       |
| |E1FT604_ST                      |U         |Tietopalvelu - CN-nimike                                    |
| |E1FT604_ST_L                    |U         |Tietopalvelu - CN-nimike - nimike                           |
| |E1FT604_ST_R                    |U         |Tietopalvelu - CN-nimike - maaviite                         |
| |E1FT605                         |U         |Tietopalvelu - liiketapahtumalaji                           |
| |E1FT605K                        |U         |Tietopalvelu yhdistelmä liiketapahtumalaji/menettely        |
| |E1FT605_L                       |U         |Tietopalvelu - liiketapahtumalaji - nimike                  |
| |E1FT605_R                       |U         |Tietopalvelu - liiketapahtumalaji - maaviite                |
| |E1FT609G                        |U         |Tietopalvelu PRODCOM-numero                                 |
| |E1FT609G_L                      |U         |Tietopalvelu PRODCOM-numero - nimike                        |
| |E1FT610A                        |U         |Tietopalvelu - koodi - polkumyynninvastaisuus               |
| |E1FT610A_L                      |U         |Tietopalvelu - koodi - polkumyynninvastaisuus - nimike      |
| |E1FT610A_R                      |U         |Tietopalvelu - koodi - polkumyynninvastaisuus - maaviite    |
| |E1FT610C                        |U         |Tietopalvelu CAS-numero farmaseuttisille tuotteille         |
| |E1FT610C_L                      |U         |Tietopalvelu CAS-numero farmaseuttisille tuotteille - nimike|
| |E1FT610C_R                      |U         |Tietopalvelu CAS-numero farmaseutt. tuotteille - maaviite   |
| |E1FT610D                        |U         |Tietopalvelu - koodi - farmaseuttiset tuotteet              |
| |E1FT610D_L                      |U         |Tietopalvelu - koodi - farmaseuttiset tuotteet - nimike     |
| |E1FT610D_R                      |U         |Tietopalvelu - koodi - farmaseutt. tuotteet - maaviite      |
| |E1FT610FA                       |U         |Tietopalvelu määritys polkumyynn.vast.                      |
| |E1FT610FA_R                     |U         |Tietopalvelu määritys koodi polkumyynnin. vast. - maaviite  |
| |E1FT610FD                       |U         |Tietopalvelu määritys - farmas. tuotteet                    |
| |E1FT610FD_R                     |U         |Tietopalvelu määritys koodi farmaseutt. tuotteet - maaviite |
| |E1FT610FK                       |U         |Tietopalvelu määritys kiintiö                               |
| |E1FT610FK_R                     |U         |Tietopalvelu määritys koodi tullikiintiö - maaviite         |
| |E1FT610K                        |U         |Tietopalvelu - koodi - tullikiintiö                         |
| |E1FT610KPK                      |U         |Tietopalvelu - tullikiintiön numero                         |
| |E1FT610KPK_L                    |U         |Tietopalvelu - kiintiön numero - nimitys                    |
| |E1FT610KPK_R                    |U         |Tietopalvelu tullikiintiön numero - maaviite                |
| |E1FT610KPP                      |U         |Tietopalvelu katon numero                                   |
| |E1FT610KPP_L                    |U         |Tietopalvelu - katon numero - nimitys                       |
| |E1FT610KPP_R                    |U         |Tietopalvelu - katon numero - maaviite                      |
| |E1FT610K_L                      |U         |Tietopalvelu - koodi - tullikiintiö - nimike                |
| |E1FT610K_R                      |U         |Tietopalvelu - koodi - tullikiintiö - maaviite              |
| |E1FT610LG                       |U         |Tietopalvelu - maaryhmät tuontikäsittelyä varten            |
| |E1FT610LGZ                      |U         |Tietopalvelu - maaryhmät - kohdistus tuontikäsittelyä varten|
| |E1FT610LGZ_R                    |U         |Tietopalvelu - maaryhmät - kohdistus - viitesegmentti       |
| |E1FT610LG_L                     |U         |Tietopalvelu - maaryhmät tuontikäsittelyä varten - nimike   |
| |E1FT610LG_R                     |U         |Tietopalvelu - maaryhmät - viitesegmentti                   |
| |E1FT610NA                       |U         |Tietopalvelu - todistuslaji                                 |
| |E1FT610NA_L                     |U         |Tietopalvelu - todistuslaji - nimike                        |
| |E1FT610PA                       |U         |Tietopalvelu - preferenssiasiakirjalaji                     |
| |E1FT610PA_L                     |U         |Tietopalvelu - preferenssiasiakirjalaji - nimike            |
| |E1FT610VA                       |U         |Tietopalvelu - alustava asiakirjalaji                       |
| |E1FT610VA_L                     |U         |Tietopalvelu - alustava asiakirjalaji - nimike              |
| |E1FT612B                        |U         |Tietopalvelu - kuljetusvälinelaji                           |
| |E1FT612B_L                      |U         |Tietopalvelu - kuljetusvälinelaji - nimike                  |
| |E1FT612N                        |U         |Tietopalvelu - identtisyyslaji                              |
| |E1FT612N_L                      |U         |Tietopalvelu - identtisyyslaji - nimike                     |
| |E1FT612P                        |U         |Tietopalvelu - kollilaji                                    |
| |E1FT612P_L                      |U         |Tietopalvelu - kollilaji - nimike                           |
| |E1FT615                         |U         |Tietopalvelu - tullitoimipaikka                             |
| |E1FT615_L                       |U         |Tietopalvelu - tullitoimipaikka - nimike                    |
| |E1FT615_R                       |U         |Tietopalvelu - tullitoimipaikka - maaviite                  |
| |E1FT616                         |U         |Tietopalvelu - menettely / määritys                         |
| |E1FT616_L                       |U         |Tietopalvelu - menettely / määritys - nimike                |
| |E1FT616_R                       |U         |Tietopalvelu - menettely / määritys - maaviite              |
| |E1FT618                         |U         |Tietopalvelu - kuljetustapa                                 |
| |E1FT618K                        |U         |Tietopalvelu - yhdistelmä - kuljetustapa / tullitoimipaikka |
| |E1FT618_L                       |U         |Tietopalvelu - kuljetustapa - nimike                        |
| |E1FT618_R                       |U         |Tietopalvelu - kuljetustapa - maaviite                      |
| |E1FTALNE                        |U         |Tietopalvelu - muunto vanha / uusi                          |
| |E1FTCONV                        |U         |Tietopalvelu - muunto lähde / kohde                         |
| |E1FTDK1                         |U         |Tietopalvelu - hallintatiedot                               |
| |E1FTRACTIVITY                   |U         |Rahoitustapahtuma, vaiheinformaatio                         |
| |E1FTRCONDITIONS                 |U         |Rahoitustapahtuma: ehdot                                    |
| |E1FTRHEADER                     |U         |Rahoitustapahtuma: otsikkoinformaatio                       |
| |E1FTRPOSITIONS                  |U         |Rahoitustapahtuma: tapahtumainformaatio                     |
| |E1FTTAR                         |U         |Tietopalvelu - tullimaksu                                   |
| |E1FTTAR_R                       |U         |Tietopalvelu - tullimaksu - maaviite                        |
| |E1FUNC_LOC_CHANGE               |U         |Otsikkosegmentti                                            |
| |E1FUNC_LOC_CREATE               |U         |Otsikkosegmentti                                            |
| |E1FVBAK                         |U         |Myyntitilaus: otsikkotiedot / muuta tunnusta                |
| |E1FVBAP                         |U         |SIS - myyntitilausrivi, ensimmäinen osa / muuta tunnusta    |
| |E1FVBEP                         |U         |Myyntitilaus, toimitusaikataulurivitiedot / muuta tunnusta  |
| |E1FVBFA                         |U         |IDOC - tapahtumasegmentti / muuta tunnusta                  |
| |E1FVBK0                         |U         |Otsikkotason myyntitiedot / muuta tunnusta                  |
| |E1FVBKD                         |U         |Rivitason myyntitiedot / muuta tunnusta                     |
| |E1FVBP0                         |U         |Otsikkotason kumppani / muuta tunnusta                      |
| |E1FVBPA                         |U         |IDOC - kumppanisegmentti / muuta tunnusta                   |
| |E1FVBUK                         |U         |SIS - IDOC - laji: segmentti / muuta tunnusta               |
| |E1FVBUP                         |U         |IDOC - rivitila / muuta tunnusta                            |
| |E1FWL1                          |U         |Test fwl                                                    |
| |E1GLAD1                         |U         |FI-SL-IDOC: muuttuvat lisärivikentät (1)                    |
| |E1GLAD2                         |U         |FI-SL-IDOC: muuttuvat lisärivikentät (2)                    |
| |E1GLPER                         |U         |GLX: kausikenttien segmentti                                |
| |E1GLSIF                         |U         |FI-SL-IDOC: rivitaulun kiinteät kentät                      |
| |E1GLTTF                         |U         |GLX: summataulun kiinteä segmentti                          |
| |E1GLVA1                         |U         |FI-GLX-IDOC: muuttuvat avainkentät (1)                      |
| |E1GLVA2                         |U         |FI-SL-IDOC: muuttuvat avainkentät (2)                       |
| |E1HASCH                         |U         |Ominaisuuksien kohdistus 00-luokkiin                        |
| |E1HASDC                         |U         |Hajoitusten kohdistus 00-luokkiin                           |
| |E1HASPT                         |U         |Hajoituksen rivit                                           |
| |E1HRCC1REQUPEXTWT               |U         |Otsikkosegmentti                                            |
| |E1HRCC1REQUPTEVEN               |U         |Otsikkosegmentti                                            |
| |E1HRKK1ABSR                     |U         |HR TIM KK1: sallitut läsnä-/poissaolosyyt                   |
| |E1HRKK1EWUP                     |U         |HR TIM KK1: vahvistetut ulkoiset palkkalajit                |
| |E1HRKK1EXWT                     |U         |HR TIM KK1: sallitut ulkoiset palkkalajit                   |
| |E1HRKK1PERS                     |U         |HR TIM KK1: HR-miniperustietue - aikaraportointi            |
| |E1HRKK1TBAL                     |U         |HR TIM KK1: työntekijän aikasaldot                          |
| |E1HRKK1TEUP                     |U         |HR TIM KK1: vahvistetut henkilöstön aikatapahtumat          |
| |E1HRKK1TEVT                     |U         |HR TIM KK1: sallitut aikatapahtumalajit                     |
| |E1HRKK1WRKC                     |U         |HR TIM KK1: sallitut työpisteet                             |
| |E1HRPP0                         |U         |HR - siirto FI/CO - globaali otsikko                        |
| |E1HRPP1                         |U         |HR - siirto FI/CO - otsikko                                 |
| |E1HRPP2                         |U         |HR - siirto FI/CO - palkanlaskentaryhmät                    |
| |E1HRPP3                         |U         |HR - siirto FI/CO - palkanlaskentakaudet                    |
| |E1HRPP4                         |U         |HR - siirto FI/CO - kaikkia henkilöitä koskevat pvm-lajit   |
| |E1HRPP5                         |U         |HR - siirto FI/CO - palkanlaskentaryhmien tekstit           |
| |E1HRPP6                         |U         |HR - siirto FI/CO - rivi                                    |
| |E1HRSM_TIM_2010                 |U         |Palkkatositteet                                             |
| |E1HRSM_TIM_QUOTA                |U         |Aikakiintiötiedot (kumuloidut arvot)                        |
| |E1HRSM_TIM_VAL                  |U         |Työntekijä ja valintapäivämäärä                             |
| |E1HRSM_TIM_ZL                   |U         |Aikapalkkalajit                                             |
| |E1HRTR0                         |U         |HR-TRV: siirto FI/CO - otsikko                              |
| |E1HRTR1                         |U         |HR-TRV: siirto FI/CO - ohjelma-ajon valintaparametrit       |
| |E1HRTR2                         |U         |HR-TRV: siirto FI/CO - henkilösidonnaiset tiedot            |
| |E1HRTR3                         |U         |HR-TRV: siirto FI/CO - matkatiedot                          |
| |E1HRTR4                         |U         |HR-TRV: siirto FI/CO - rivi                                 |
| |E1HRTR5                         |U         |HR-TRV: siirto FI/CO - PSREF-tiedot                         |
| |E1HRTR6                         |U         |HR-TRV: siirto palkanlask. - rakenne PTRV_HEAD              |
| |E1HRTR7                         |U         |HR-TRV: siirto palkanlask. - rakenne PTRV_PEROD             |
| |E1HRTR8                         |U         |HR-TRV: siirto palkanlask. - TE-versio                      |
| |E1HRTR9                         |U         |HR-TRV: siirto palkanlask. - rakenne STATU                  |
| |E1HRTRA                         |U         |HR-TRV: siirto palkanlask. - taulu AEND                     |
| |E1HRTRB                         |U         |HR-TRV: siirto palkanlask. - taulu KONTI                    |
| |E1HRTRC                         |U         |HR-TRV: siirto palkanlask. - taulu ROT                      |
| |E1HRTRD                         |U         |HR-TRV: siirto palkanlask. - taulu V0SPLIT                  |
| |E1HRTV0                         |U         |HR-TRV: siirto FI/CO - otsikko                              |
| |E1HR_AC                         |U         |Ulkoistaminen: toiminnot                                    |
| |E1HR_KY                         |U         |Ulkoistaminen: kunkin työntekijän avaintiedot               |
| |E1HR_PR                         |U         |Ulkoistaminen: henkilötiedot                                |
| |E1HR_WP                         |U         |Ulkoistaminen: työpiste                                     |
| |E1HTXT1                         |U         |Tositteen otsikko - tekstitunnus                            |
| |E1HTXT2                         |U         |Tositteen otsikko - tekstit                                 |
| |E1HU_DELETE                     |U         |Otsikkosegmentti                                            |
| |E1HU_PACK                       |U         |Otsikkosegmentti                                            |
| |E1HU_PROCESSOUTPUTDIRECT        |U         |Otsikkosegmentti                                            |
| |E1HU_REPACK                     |U         |Otsikkosegmentti                                            |
| |E1HU_UNPACK                     |U         |Otsikkosegmentti                                            |
| |E1ICHD0                         |U         |Varastonvalvonta IDOC: nimiketosite - otsikko - segmentti   |
| |E1ICIT0                         |U         |Varastonvalvonta IDOC: nimiketosite - rivi - segmentti      |
| |E1ICSL0                         |U         |Varastonvalvonta IDOC: varastosaldosegmentti                |
| |E1IDB02                         |U         |IDOC-OTSIKKO - LAAJENNETTU PANKKIYHTEYS (FII/CTA/COM)       |
| |E1IDBL2                         |U         |IDOC-OTSIKKO - KIRJEENVAIHTAJAPANKIT                        |
| |E1IDBP2                         |U         |IDOC rivi - LAAJENNETTU PANKKIYHTEYS (FII/CTA/COM)          |
| |E1IDBQ2                         |U         |IDOC alirivi - LAAJENNETTU PANKKIYHTEYS (FII/CTA/COM)       |
| |E1IDBW1                         |U         |IDOC-OTSIKKO - ERITYISOHJEET (INP)                          |
| |E1IDKU1                         |U         |IDOC - maksumääräyksen/maksuilmoituksen otsikko (BGM)       |
| |E1IDKU2                         |U         |IDOC PAYORD/REMADV - liiketapahtuman toiminto (BUS)         |
| |E1IDKU3                         |U         |IDOC PAYORD/REMADV - maksuohjeet (PAI)                      |
| |E1IDKU4                         |U         |ICOC PAYORD/REMADV - TOIMIMAKSUJEN SÄÄTELY (FCA)            |
| |E1IDKU5                         |U         |IDOC - summat otsikkotasolla (MOA/CUX)                      |
| |E1IDKU6                         |U         |IDOC - ILMOITUS SELVITYSYHTIÖÖN (GIS)                       |
| |E1IDKU7                         |U         |IDOC - VALTUUTUS (AUT)                                      |
| |E1IDLB1                         |U         |IDOC: lockbox-tiedot/tili                                   |
| |E1IDLB2                         |U         |IDOC: tiliote, alirivi - lockbox-tiedot/erä                 |
| |E1IDLU5                         |U         |IDOC - summat otsikkotasolla (MOA/CUX)                      |
| |E1IDMU5                         |U         |IDOC - summat otsikkotasolla (MOA/CUX)                      |
| |E1IDOCH                         |U         |CA-EDI: siirron otsikkotiedot                               |
| |E1IDOCT                         |U         |CA-EDI: IDOC-tyypin otsikkotiedot                           |
| |E1IDPF1                         |U         |IDOC: rivi - tiliote                                        |
| |E1IDPU1                         |U         |IDOC - RIVI, PAYORD/REMADV (DOC)                            |
| |E1IDPU2                         |U         |IDOC - RIVI, VÄHENNYKSET (ADJ/MOA/RFF)                      |
| |E1IDPU3                         |U         |IDOC - ALIRIVI (DLI)                                        |
| |E1IDPU5                         |U         |IDOC - SUMMAT RIVITASOLLA (MOA/CUX)                         |
| |E1IDQU2                         |U         |IDOC - kauppaliiketoimen toiminto (BUS)                     |
| |E1IDQU5                         |U         |IDOC - summat alirivitasolla (MOA/CUX)                      |
| |E1IDRD1                         |U         |IDOC-viite: viitattujen sovellus-IDOCien rivit              |
| |E1IDRH1                         |U         |IDOC-viite: viite-IDOCin otsikkosegmentti (EU)              |
| |E1IDRH2                         |U         |IDOC-viite: osoitteenmuodostus allekirjoituksille           |
| |E1IDRS1                         |U         |IDOC-viite: summasegmentti                                  |
| |E1IDRU5                         |U         |IDOC - summat alirivitasolla (MOA/CUX)                      |
| |E1IDT01                         |U         |EDI IDOC - selitykset                                       |
| |E1IDT02                         |U         |EDI IDOC - selitykset                                       |
| |E1IDUU2                         |U         |IDOC - ALIRIVI, VÄHENNYKSET (ADJ/MOA/RFF)                   |
| |E1IDUU4                         |U         |IDOC - ALIRIVI, TUOTETUNNUS (PIA)                           |
| |E1IDUU5                         |U         |IDOC - SUMMAT ALIRIVITASOLLA (MOA/CUX)                      |
| |E1IM_PROGDEF_SAVEREPLICA        |U         |Otsikkosegmentti                                            |
| |E1INSPECTIONPLAN_CREATE         |U         |Otsikkosegmentti                                            |
| |E1INTERNALORDERGROUP_ADDNOD     |U         |Otsikkosegmentti                                            |
| |E1INTERNALORDERGROUP_CREATE     |U         |Otsikkosegmentti                                            |
| |E1INTERNAL_ORDER_CREATE         |U         |Otsikkosegmentti                                            |
| |E1INVIE                         |U         |Luokan ominaisuuksien kohdistus näkymiin                    |
| |E1ITXT1                         |U         |Tositerivi - tekstitunnus                                   |
| |E1ITXT2                         |U         |Tositerivi - tekstit                                        |
| |E1J1006                         |U         |Testi                                                       |
| |E1J36                           |U         |t36                                                         |
| |E1J5                            |U         |Testi                                                       |
| |E1J5002                         |U         |Testi poikittaissiirto                                      |
| |E1J8                            |U         |t8                                                          |
| |E1JSTKL                         |U         |Tuotantotilaus - otsikon tila (JEST)                        |
| |E1JSTUL                         |U         |Alitapahtumien tuotantolilauksen tila (JEST)                |
| |E1JSTVL                         |U         |Tuotantotilaus - vaiheen tila (JEST)                        |
| |E1KAKOL                         |U         |Kapasiteettiotsikko (KAKO)                                  |
| |E1KAPAL                         |U         |Kapasiteetti - vuoroarvot (KAPA)                            |
| |E1KAPEL                         |U         |Kapasiteetti - perusyksikkö: kohdistus (KAPE)               |
| |E1KAREL                         |U         |Päivittäinen kapasiteettitarve                              |
| |E1KAZYL                         |U         |Kapasiteetti - tarjousvälit (KAZY)                          |
| |E1KBEDL                         |U         |Kapasiteettitarvetietueet tapahtumille (KBED)               |
| |E1KBEUL                         |U         |Alivaiheiden kapasiteettitarvetietueet (KBED)               |
| |E1KBTXT                         |U         |Tietämyskannan kielisidonnaiset nimitykset                  |
| |E1KDSTM                         |U         |Myyntitilaus - rakenne                                      |
| |E1KECR1                         |U         |CO-PA IDOC: ominaisuudet                                    |
| |E1KECR2                         |U         |CO-PA IDOC: ominaisuudet                                    |
| |E1KEFXA                         |U         |CO-PA IDOC: kiinteät kentät                                 |
| |E1KEHDR                         |U         |Tulosaluesegmentti                                          |
| |E1KEKO                          |U         |Tuotelaskennan otsikko                                      |
| |E1KEPCB                         |U         |Perustiedot - tulosyksiköiden yrityskohdistus (CEPC_BUKRS)  |
| |E1KEPCM                         |U         |Tulosyksikön perustietojen perustiedot (CEPC)               |
| |E1KEPCT                         |U         |Tulosyksikön perustiedot: tekstit (CEPCT)                   |
| |E1KEPH                          |U         |Tuotelaskennan tuotantokustannuselementit                   |
| |E1KEPHA                         |U         |Tuotelaskennan tuotantokustannuselementit; kumppani mahdoll.|
| |E1KEVA1                         |U         |CO-PA IDOC: arvo-osat                                       |
| |E1KEVA2                         |U         |CO-PA IDOC: arvo-osat                                       |
| |E1KEVA3                         |U         |CO-PA IDOC: arvo-osat                                       |
| |E1KEVA4                         |U         |CO-PA IDOC: arvo-osat                                       |
| |E1KEVA5                         |U         |CO-PA IDOC: arvo-osat                                       |
| |E1KEVA6                         |U         |CO-PA IDOC: arvo-osat                                       |
| |E1KLAHM                         |U         |Pääluokka - perustiedot                                     |
| |E1KLATM                         |U         |Luokkien lyhyet tekstit                                     |
| |E1KMTDP                         |U         |Luok. riippuvuuksien kohdistus nimikkeisiin (KMAT)          |
| |E1KNA11                         |U         |Asiakasperustiedot: yleiset lisäkentät (KNA1)               |
| |E1KNA1C                         |U         |Core Master: asiakkaan perustiedot - perustiedot (KNA1)     |
| |E1KNA1H                         |U         |Asiakkaan perustiedot: perustiedot: tekstit, otsikko        |
| |E1KNA1L                         |U         |Asiakkaan perustiedot: perustiedot: tekstirivi              |
| |E1KNA1M                         |U         |Asiakkaan pääperustiedot - perustiedot (KNA1)               |
| |E1KNASM                         |U         |Asiakkaan perustiedot: lisätyt EU-veronumerot               |
| |E1KNB1H                         |U         |Asiakkaan perustiedot: yritys: tekstit, otsikko             |
| |E1KNB1L                         |U         |Asiakkaan perustiedot: yritys: tekstirivi                   |
| |E1KNB1M                         |U         |Asiakkaan pääperustiedot - yritys (KNB1)                    |
| |E1KNB5M                         |U         |Asiakkaan pääperustiedot - kehotustiedot (KNB5)             |
| |E1KNBKM                         |U         |Asiakkaan perustiedot: pankkiyhteydet ja pankin perustiedot |
| |E1KNEXM                         |U         |Asiakkaan perustiedot: vientitiedot                         |
| |E1KNKAM                         |U         |Perusasiakastietue, luotonhallinta, kesk. tiedot (KNKA)     |
| |E1KNKKH                         |U         |Perusasiakastietue, luotonhallinta: teksti, otsikko         |
| |E1KNKKL                         |U         |Perusasiakastietue, luotonhallinta: teksti, rivi            |
| |E1KNKKM                         |U         |Perusasiakastietue, luotonhallinnan tark.rap.tiedot (KNKK)  |
| |E1KNVAM                         |U         |Asiakkaan pääperustiedot - purkauspaikat (KNVA)             |
| |E1KNVDM                         |U         |Asiakkaan pääperustiedot - asiakirjapyyntö (KNVD)           |
| |E1KNVIM                         |U         |Asiakkaan pääperustiedot - verotunnisteet (KNVI)            |
| |E1KNVKH                         |U         |Asiakkaan perustiedot: yhteyshenkilö: tekstit, otsikko      |
| |E1KNVKL                         |U         |Asiakkaan perustiedot: yhteyshenkilö: tekstirivi            |
| |E1KNVKM                         |U         |Asiakkaan pääperustiedot - yhteyshenkilö (KNVK)             |
| |E1KNVLM                         |U         |Asiakkaan pääperustiedot - lisenssit (KNVL)                 |
| |E1KNVPM                         |U         |Perustiedot: asiakkaan perustiedot - kumppaniroolit (KNVP)  |
| |E1KNVVH                         |U         |Asiakkaan perustiedot: myyntitiedot: tekstit, otsikko       |
